,intercept,game,price,year,rank,geek_rtg,avg_rtg,std_dev,num_voters,players,minutes,age,weight,page_views,thematic,strategic,them*strat,all_plays,this_month
33,1,Pandemic Legacy: Season 2,79.99,2017,37,7.797,8.12,1.69,13076,4.0,60.0,14.0,3.23,1005789.0,1.0,1.0,1.0,99794.0,378.0
34,1,Marvel Champions: The Card Game,59.95,2019,38,7.79,8.22,1.42,12544,4.0,90.0,14.0,2.85,2192386.0,0.0,0.0,0.0,189758.0,6659.0
35,1,Clank! Legacy: Acquisitions Incorporated,78.57,2019,39,7.781,8.71,1.39,4246,4.0,120.0,13.0,2.71,512576.0,1.0,0.0,0.0,27221.0,523.0
36,1,The Crew: The Quest for Planet Nine,14.95,2019,40,7.771,7.98,1.27,21243,5.0,20.0,10.0,2.0,869755.0,0.0,1.0,0.0,331557.0,8892.0
37,1,Too Many Bones,279.99,2017,41,7.77,8.44,1.52,7089,4.0,120.0,12.0,3.86,1766352.0,1.0,1.0,1.0,29968.0,411.0
39,1,Underwater Cities,58.94,2018,43,7.759,8.11,1.18,11724,4.0,150.0,12.0,3.6,952912.0,0.0,1.0,0.0,42341.0,839.0
40,1,Tzolk'in: The Mayan Calendar,48.99,2012,46,7.746,7.9,1.27,32340,4.0,90.0,13.0,3.67,1799791.0,0.0,1.0,0.0,93794.0,480.0
41,1,Power Grid,42.82,2004,47,7.745,7.85,1.34,57671,6.0,120.0,12.0,3.27,3321382.0,0.0,1.0,0.0,134387.0,392.0
42,1,Barrage,70.33,2019,48,7.742,8.23,1.5,8310,4.0,120.0,14.0,4.04,936857.0,0.0,1.0,0.0,20909.0,594.0
43,1,Lost Ruins of Arnak,50.59,2020,49,7.733,8.11,1.18,11698,4.0,120.0,12.0,2.86,1189766.0,0.0,1.0,0.0,46440.0,3906.0
44,1,Mechs vs. Minions,199.98,2016,50,7.73,8.03,1.34,14721,4.0,120.0,14.0,2.43,1796854.0,1.0,1.0,1.0,52860.0,266.0
45,1,Star Wars: Imperial Assault,99.95,2014,51,7.726,8.0,1.42,21337,5.0,120.0,14.0,3.31,3417189.0,1.0,0.0,0.0,79262.0,292.0
46,1,Clans of Caledonia,66.72,2017,52,7.726,7.99,1.18,16083,4.0,120.0,12.0,3.46,1350170.0,0.0,1.0,0.0,51655.0,457.0
47,1,Le Havre,53.99,2008,53,7.715,7.87,1.42,27408,5.0,150.0,12.0,3.74,2176518.0,0.0,1.0,0.0,71327.0,281.0
48,1,On Mars,107.99,2020,54,7.698,8.28,1.49,7154,4.0,150.0,14.0,4.64,1268119.0,0.0,1.0,0.0,17506.0,319.0
49,1,Through the Ages: A Story of Civilization,129.95,2006,58,7.687,7.91,1.69,18243,4.0,120.0,12.0,4.18,2586020.0,0.0,1.0,0.0,68537.0,45.0
50,1,The Gallerist,99.99,2015,59,7.687,8.06,1.36,10623,4.0,150.0,13.0,4.27,1056370.0,0.0,1.0,0.0,24654.0,221.0
51,1,Eclipse: Second Dawn for the Galaxy,349.99,2020,60,7.684,8.72,1.34,4228,6.0,200.0,14.0,3.53,1118441.0,0.0,1.0,0.0,7223.0,276.0
52,1,Lisboa,129.99,2017,61,7.672,8.21,1.43,7461,4.0,120.0,12.0,4.56,971483.0,0.0,1.0,0.0,17852.0,208.0
53,1,The Quacks of Quedlinburg,119.99,2018,64,7.662,7.84,1.25,26758,4.0,45.0,10.0,1.95,1193446.0,0.0,0.0,0.0,130743.0,2197.0
55,1,Robinson Crusoe: Adventures on the Cursed Island,65.0,2012,66,7.657,7.83,1.42,36091,4.0,120.0,14.0,3.79,3807278.0,1.0,0.0,0.0,94221.0,585.0
56,1,Fields of Arle,79.99,2014,67,7.656,8.09,1.27,8658,2.0,120.0,13.0,3.88,990425.0,0.0,1.0,0.0,25669.0,162.0
57,1,Race for the Galaxy,35.0,2007,68,7.655,7.76,1.48,47959,4.0,60.0,12.0,2.99,3290348.0,0.0,1.0,0.0,550859.0,2694.0
58,1,The Voyages of Marco Polo,59.99,2015,69,7.652,7.85,1.26,21259,4.0,100.0,12.0,3.18,1394083.0,0.0,1.0,0.0,76159.0,434.0
59,1,Paladins of the West Kingdom,50.0,2019,70,7.651,8.05,1.23,10078,4.0,120.0,12.0,3.68,747440.0,0.0,1.0,0.0,28499.0,511.0
60,1,Clank!: A Deck-Building Adventure,60.0,2016,71,7.646,7.82,1.2,30433,4.0,60.0,12.0,2.22,1855984.0,0.0,1.0,0.0,105045.0,1054.0
61,1,Teotihuacan: City of Gods,45.3,2018,72,7.646,7.94,1.28,14378,4.0,120.0,14.0,3.76,1219492.0,0.0,1.0,0.0,47545.0,640.0
62,1,7 Wonders,43.16,2010,73,7.639,7.74,1.28,87774,7.0,30.0,10.0,2.33,3933783.0,0.0,1.0,0.0,474361.0,1851.0
63,1,Dominant Species,84.0,2010,75,7.626,7.84,1.51,18510,6.0,240.0,14.0,4.04,1759716.0,0.0,1.0,0.0,30887.0,83.0
64,1,Lords of Waterdeep,49.99,2012,76,7.621,7.75,1.27,47656,5.0,120.0,12.0,2.46,2214311.0,0.0,1.0,0.0,150706.0,571.0
65,1,Agricola (Revised Edition),59.99,2016,77,7.619,8.02,1.43,10774,4.0,120.0,12.0,3.51,658810.0,0.0,1.0,0.0,25624.0,526.0
66,1,Keyflower,69.59,2012,78,7.6,7.79,1.31,19726,6.0,120.0,12.0,3.34,1508544.0,0.0,1.0,0.0,51284.0,223.0
67,1,Architects of the West Kingdom,44.74,2018,81,7.588,7.82,1.17,19310,5.0,80.0,12.0,2.76,1189614.0,0.0,1.0,0.0,62080.0,827.0
68,1,Caylus,141.99,2005,82,7.584,7.76,1.47,27238,5.0,150.0,12.0,3.8,2090723.0,0.0,1.0,0.0,63617.0,101.0
69,1,Twilight Imperium: Third Edition,179.95,2005,84,7.569,7.83,1.7,18491,6.0,240.0,14.0,4.25,2515036.0,1.0,1.0,1.0,24924.0,23.0
70,1,Troyes,59.99,2010,87,7.56,7.75,1.33,19735,4.0,90.0,12.0,3.46,1491582.0,0.0,1.0,0.0,58386.0,275.0
71,1,Eldritch Horror,58.99,2013,88,7.559,7.79,1.53,30691,8.0,240.0,14.0,3.32,3254580.0,1.0,0.0,0.0,77823.0,402.0
72,1,Dominion: Intrigue,28.79,2009,89,7.559,7.71,1.36,30766,6.0,30.0,13.0,2.42,1086288.0,0.0,1.0,0.0,100541.0,123.0
73,1,The Lord of the Rings: Journeys in Middle-Earth,84.96,2019,90,7.554,8.04,1.5,10365,5.0,120.0,14.0,2.58,1612544.0,1.0,0.0,0.0,60117.0,1133.0
74,1,Rising Sun,99.99,2018,91,7.554,7.85,1.61,16873,5.0,120.0,14.0,3.28,2369883.0,0.0,1.0,0.0,26580.0,139.0
75,1,Patchwork,35.0,2014,92,7.541,7.65,1.15,49944,2.0,30.0,8.0,1.62,1398236.0,0.0,0.0,0.0,231177.0,3090.0
76,1,Raiders of the North Sea,50.0,2015,93,7.54,7.77,1.18,17455,4.0,80.0,12.0,2.53,1156380.0,0.0,1.0,0.0,53464.0,497.0
77,1,Lorenzo il Magnifico,59.99,2016,95,7.528,7.89,1.21,10176,4.0,120.0,12.0,3.28,762808.0,0.0,1.0,0.0,29796.0,360.0
78,1,The Isle of Cats,37.99,2019,97,7.526,7.97,1.19,9457,4.0,90.0,8.0,2.31,642510.0,0.0,1.0,0.0,39962.0,993.0
79,1,Codenames,11.39,2015,98,7.516,7.61,1.3,71767,8.0,15.0,14.0,1.28,2221941.0,0.0,0.0,0.0,473765.0,1832.0
80,1,Trajan,70.0,2011,99,7.515,7.76,1.36,15241,4.0,120.0,12.0,3.65,1153062.0,0.0,1.0,0.0,42482.0,182.0
81,1,Roll for the Galaxy,42.55,2014,100,7.513,7.66,1.34,27607,5.0,45.0,13.0,2.78,1584189.0,0.0,1.0,0.0,144055.0,1180.0
82,1,Decrypto,24.14,2018,101,7.51,7.8,1.24,13354,8.0,45.0,12.0,1.81,495389.0,0.0,0.0,0.0,45812.0,481.0
83,1,Dominion,44.95,2008,102,7.502,7.61,1.43,80242,4.0,30.0,13.0,2.36,4254211.0,0.0,1.0,0.0,706597.0,1930.0
84,1,Inis,89.99,2016,103,7.496,7.81,1.48,13835,4.0,90.0,14.0,2.87,1348460.0,0.0,1.0,0.0,29657.0,323.0
85,1,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,48.2,1982,104,7.495,7.71,1.44,18116,8.0,120.0,13.0,2.68,1683604.0,1.0,0.0,0.0,33206.0,146.0
86,1,Pandemic,44.99,2008,105,7.495,7.6,1.33,106463,4.0,45.0,8.0,2.41,3929994.0,0.0,1.0,0.0,360659.0,1249.0
87,1,Champions of Midgard,66.05,2015,106,7.488,7.76,1.25,14144,4.0,90.0,10.0,2.6,999373.0,0.0,1.0,0.0,32442.0,210.0
88,1,Clank! In! Space!: A Deck-Building Adventure,50.99,2017,107,7.488,7.85,1.2,10156,4.0,90.0,12.0,2.51,546192.0,0.0,1.0,0.0,29118.0,296.0
89,1,PARKS,53.83,2019,112,7.47,7.86,1.16,10337,5.0,60.0,10.0,2.16,707953.0,0.0,0.0,0.0,33621.0,1096.0
90,1,Vinhos Deluxe Edition,89.99,2016,113,7.468,8.19,1.26,4701,4.0,135.0,14.0,4.04,535621.0,0.0,1.0,0.0,9984.0,112.0
91,1,Aeon's End: War Eternal,81.99,2017,114,7.463,8.39,1.26,3777,4.0,60.0,14.0,2.94,319750.0,0.0,1.0,0.0,12657.0,205.0
92,1,Pandemic Legacy: Season 0,79.99,2020,115,7.462,8.68,1.52,2833,4.0,60.0,14.0,3.02,280571.0,1.0,1.0,1.0,27255.0,971.0
94,1,Alchemists,52.32,2014,117,7.455,7.67,1.41,19091,4.0,120.0,13.0,3.91,1174312.0,0.0,1.0,0.0,36965.0,148.0
95,1,Legendary Encounters: An Alien Deck Building Game,147.96,2014,118,7.453,7.78,1.36,11708,5.0,60.0,17.0,2.71,1121468.0,1.0,0.0,0.0,42812.0,206.0
96,1,Star Wars: X-Wing Miniatures Game,73.0,2012,119,7.452,7.68,1.44,23515,2.0,45.0,14.0,2.49,3176983.0,0.0,0.0,0.0,101603.0,74.0
97,1,Res Arcana,39.99,2019,120,7.45,7.75,1.33,12515,4.0,60.0,12.0,2.6,885457.0,0.0,1.0,0.0,65134.0,1361.0
98,1,Endeavor: Age of Sail,59.99,2018,121,7.449,7.99,1.15,6844,5.0,90.0,13.0,2.8,614650.0,0.0,1.0,0.0,15244.0,144.0
99,1,Stone Age,109.99,2008,122,7.447,7.56,1.24,46408,4.0,90.0,10.0,2.47,2179220.0,0.0,1.0,0.0,182317.0,838.0
100,1,Star Realms,12.99,2014,123,7.444,7.58,1.27,37597,2.0,20.0,12.0,1.94,1514114.0,0.0,1.0,0.0,349113.0,2348.0
101,1,Targi,49.99,2012,126,7.43,7.64,1.1,16083,2.0,60.0,12.0,2.35,809721.0,0.0,1.0,0.0,49396.0,490.0
102,1,Descent: Journeys in the Dark (Second Edition),159.99,2012,127,7.428,7.68,1.47,23274,5.0,120.0,14.0,3.21,3677824.0,1.0,0.0,0.0,65902.0,245.0
103,1,Ticket to Ride: Europe,39.97,2005,128,7.427,7.55,1.19,61387,5.0,60.0,8.0,1.93,1485721.0,0.0,0.0,0.0,180969.0,741.0
105,1,Watergate,35.0,2019,131,7.415,7.96,1.12,6028,2.0,60.0,12.0,2.28,371248.0,0.0,1.0,0.0,19192.0,506.0
106,1,It's a Wonderful World,63.05,2019,132,7.414,7.85,1.22,8575,5.0,60.0,14.0,2.29,609157.0,0.0,1.0,0.0,61395.0,1630.0
107,1,Hansa Teutonica,69.11,2009,133,7.413,7.68,1.38,12215,5.0,90.0,12.0,3.11,1017002.0,0.0,1.0,0.0,37953.0,230.0
108,1,That's Pretty Clever!,17.12,2018,135,7.41,7.63,1.12,16268,4.0,30.0,8.0,1.89,632726.0,0.0,0.0,0.0,209382.0,2585.0
109,1,Dead of Winter: A Crossroads Game,40.11,2014,137,7.409,7.56,1.43,40610,5.0,120.0,13.0,3.01,2578188.0,1.0,0.0,0.0,69938.0,208.0
110,1,Cthulhu: Death May Die,99.99,2019,138,7.407,8.16,1.48,5163,5.0,120.0,14.0,2.38,868140.0,1.0,0.0,0.0,18313.0,508.0
111,1,The Lord of the Rings: The Card Game,31.96,2011,139,7.406,7.65,1.55,21494,2.0,60.0,13.0,3.19,3885059.0,0.0,0.0,0.0,221710.0,1109.0
112,1,Jaipur,24.99,2009,141,7.393,7.51,1.1,39698,2.0,30.0,12.0,1.49,1272686.0,0.0,0.0,0.0,180698.0,1299.0
113,1,Railways of the World,149.99,2005,142,7.392,7.69,1.34,11177,6.0,120.0,10.0,3.02,1295909.0,0.0,1.0,0.0,28640.0,72.0
114,1,Xia: Legends of a Drift System,234.9,2014,143,7.391,7.88,1.57,7928,5.0,180.0,12.0,3.17,1277001.0,1.0,1.0,1.0,17434.0,150.0
115,1,The Resistance: Avalon,18.48,2012,144,7.388,7.57,1.51,28158,10.0,30.0,13.0,1.76,1466951.0,0.0,0.0,0.0,119377.0,339.0
116,1,Dinosaur Island,53.0,2017,145,7.388,7.7,1.34,12518,4.0,120.0,8.0,3.03,1142644.0,0.0,1.0,0.0,32748.0,282.0
117,1,Memoir '44,59.99,2004,146,7.386,7.56,1.38,26393,8.0,60.0,8.0,2.27,2356547.0,0.0,0.0,0.0,125158.0,486.0
118,1,Castles of Mad King Ludwig,51.8,2014,147,7.385,7.55,1.24,22742,4.0,90.0,13.0,2.65,1226397.0,0.0,1.0,0.0,72981.0,283.0
119,1,Rajas of the Ganges,47.29,2017,148,7.383,7.72,1.14,9866,4.0,75.0,12.0,2.88,530951.0,0.0,1.0,0.0,37550.0,389.0
120,1,A Game of Thrones: The Board Game (Second Edition),39.87,2011,149,7.382,7.59,1.53,29658,6.0,240.0,14.0,3.72,2352296.0,0.0,1.0,0.0,31906.0,141.0
121,1,Ora et Labora,81.5,2011,150,7.382,7.7,1.37,10018,4.0,180.0,13.0,3.9,1019279.0,0.0,1.0,0.0,19957.0,46.0
122,1,The Quest for El Dorado,70.25,2017,151,7.378,7.62,1.09,14226,4.0,60.0,10.0,1.93,861001.0,0.0,0.0,0.0,49733.0,763.0
123,1,This War of Mine: The Board Game,51.48,2017,152,7.372,7.83,1.55,9389,6.0,120.0,18.0,3.27,1238280.0,1.0,0.0,0.0,18077.0,180.0
124,1,Cosmic Encounter,59.95,2008,153,7.37,7.54,1.7,28219,5.0,120.0,12.0,2.57,2092133.0,1.0,1.0,1.0,70377.0,240.0
125,1,Sagrada,39.95,2017,154,7.366,7.52,1.16,28732,4.0,45.0,14.0,1.93,1123450.0,0.0,0.0,0.0,169371.0,1632.0
126,1,Just One,18.48,2018,155,7.365,7.61,1.18,14028,7.0,20.0,8.0,1.05,440673.0,0.0,0.0,0.0,93400.0,1471.0
127,1,Commands & Colors: Ancients,177.77,2006,156,7.365,7.78,1.42,8108,2.0,60.0,12.0,2.69,1508928.0,0.0,0.0,0.0,39092.0,82.0
128,1,Magic: The Gathering,71.99,1993,157,7.364,7.53,1.84,33619,2.0,20.0,13.0,3.22,1048176.0,0.0,0.0,0.0,533611.0,4394.0
129,1,Sekigahara: The Unification of Japan,59.25,2011,158,7.359,8.03,1.28,4692,2.0,180.0,14.0,2.78,826598.0,0.0,0.0,0.0,9379.0,53.0
130,1,Suburbia,69.95,2012,159,7.357,7.51,1.26,22150,4.0,90.0,8.0,2.77,1326250.0,0.0,1.0,0.0,65528.0,192.0
131,1,Near and Far,68.16,2017,160,7.357,7.79,1.3,7971,4.0,120.0,13.0,2.84,916048.0,1.0,0.0,0.0,26431.0,229.0
132,1,Detective: A Modern Crime Board Game,50.0,2018,161,7.356,7.85,1.61,7868,5.0,180.0,16.0,2.72,728866.0,1.0,0.0,0.0,17616.0,128.0
133,1,Chronicles of Crime,28.18,2018,162,7.355,7.75,1.39,16055,4.0,90.0,14.0,2.07,778067.0,1.0,0.0,0.0,37732.0,258.0
134,1,Ticket to Ride: Nordic Countries,41.29,2007,164,7.353,7.64,1.22,12057,3.0,60.0,8.0,1.98,531700.0,0.0,0.0,0.0,41145.0,154.0
135,1,Nations,71.01,2013,165,7.35,7.63,1.4,11365,5.0,200.0,14.0,3.54,1211682.0,0.0,1.0,0.0,30212.0,72.0
136,1,Combat Commander: Europe,169.23,2006,166,7.35,7.94,1.65,5522,2.0,180.0,12.0,3.25,1458603.0,0.0,0.0,0.0,26958.0,59.0
137,1,Horrified,22.42,2019,167,7.347,7.81,1.13,8237,5.0,60.0,10.0,2.03,677262.0,1.0,0.0,0.0,26217.0,620.0
138,1,Captain Sonar,54.99,2016,170,7.342,7.55,1.38,16829,8.0,60.0,14.0,2.15,1048930.0,1.0,0.0,0.0,40266.0,225.0
139,1,T.I.M.E Stories,49.99,2015,171,7.339,7.52,1.71,24623,4.0,90.0,12.0,2.6,2153122.0,1.0,0.0,0.0,57086.0,122.0
140,1,Codenames: Duet,13.99,2017,172,7.338,7.55,1.22,15686,2.0,30.0,11.0,1.34,458647.0,0.0,0.0,0.0,114900.0,1190.0
141,1,Coimbra,67.39,2018,173,7.332,7.68,1.16,9276,4.0,90.0,14.0,3.29,721556.0,0.0,1.0,0.0,24332.0,190.0
142,1,Star Realms: Colony Wars,12.2,2015,174,7.332,7.85,1.19,6467,2.0,20.0,12.0,1.9,204153.0,0.0,1.0,0.0,22097.0,191.0
143,1,Splendor,44.99,2014,175,7.326,7.44,1.29,62371,4.0,30.0,10.0,1.8,2127921.0,0.0,0.0,0.0,414266.0,2792.0
145,1,La Granja,45.1,2014,177,7.322,7.66,1.24,9205,4.0,120.0,12.0,3.58,738846.0,0.0,1.0,0.0,29020.0,222.0
146,1,Tichu,16.66,1991,178,7.321,7.58,1.68,13668,4.0,60.0,10.0,2.34,904649.0,0.0,1.0,0.0,113206.0,315.0
147,1,Viscounts of the West Kingdom,55.0,2020,179,7.319,8.04,1.16,4552,4.0,90.0,12.0,3.44,437925.0,0.0,1.0,0.0,15463.0,541.0
148,1,Ticket to Ride,54.99,2004,181,7.311,7.42,1.3,74327,5.0,60.0,8.0,1.85,2494803.0,0.0,0.0,0.0,270074.0,1097.0
149,1,Carcassonne,26.99,2000,182,7.308,7.42,1.31,106149,5.0,45.0,7.0,1.91,3745117.0,0.0,0.0,0.0,477880.0,2673.0
150,1,Santorini,29.99,2016,183,7.308,7.45,1.32,30126,4.0,20.0,8.0,1.72,1476765.0,0.0,0.0,0.0,183550.0,1514.0
151,1,Zombicide: Black Plague,148.77,2015,184,7.307,7.67,1.43,13322,6.0,180.0,14.0,2.51,1544911.0,1.0,0.0,0.0,33490.0,201.0
152,1,Kanban: Driver's Edition,140.0,2014,185,7.306,7.83,1.43,6044,4.0,120.0,12.0,4.35,731442.0,0.0,1.0,0.0,14993.0,51.0
153,1,Concordia Venus,66.39,2018,186,7.306,8.36,1.21,2872,6.0,120.0,12.0,3.08,347171.0,0.0,1.0,0.0,7223.0,148.0
154,1,Legendary: A Marvel Deck Building Game,52.85,2012,187,7.304,7.57,1.49,20360,5.0,60.0,14.0,2.44,3193394.0,1.0,0.0,0.0,149877.0,791.0
155,1,Cyclades,57.99,2009,189,7.3,7.52,1.33,18462,5.0,90.0,13.0,2.82,1395163.0,0.0,1.0,0.0,31902.0,137.0
156,1,Tyrants of the Underdark,199.99,2016,190,7.298,7.9,1.23,5492,4.0,60.0,14.0,2.57,571176.0,0.0,1.0,0.0,17777.0,153.0
157,1,Glen More II: Chronicles,79.99,2019,191,7.295,8.01,1.16,4326,4.0,120.0,12.0,3.05,418006.0,0.0,1.0,0.0,12058.0,495.0
158,1,Secret Hitler,35.0,2016,193,7.293,7.56,1.59,19712,10.0,45.0,13.0,1.67,1258214.0,0.0,0.0,0.0,84601.0,564.0
159,1,Goa,149.99,2004,194,7.292,7.58,1.29,11021,4.0,90.0,12.0,3.38,940270.0,0.0,1.0,0.0,24484.0,30.0
160,1,Kanban EV,119.99,2020,195,7.292,8.69,1.22,2258,4.0,180.0,14.0,4.34,373818.0,0.0,1.0,0.0,5929.0,310.0
161,1,Arcadia Quest,84.99,2014,197,7.285,7.69,1.5,9409,4.0,60.0,13.0,2.54,1257330.0,1.0,0.0,0.0,24893.0,86.0
162,1,Deception: Murder in Hong Kong,31.46,2014,198,7.285,7.49,1.33,17085,12.0,20.0,14.0,1.59,947703.0,0.0,0.0,0.0,82687.0,496.0
163,1,Roll Player,37.51,2016,199,7.285,7.52,1.19,14743,4.0,90.0,10.0,2.41,798885.0,0.0,1.0,0.0,51594.0,541.0
164,1,Sushi Go Party!,21.95,2016,200,7.284,7.45,1.14,24452,8.0,20.0,8.0,1.31,813678.0,0.0,0.0,0.0,88237.0,712.0
165,1,Space Base,39.4,2018,201,7.283,7.6,1.23,10066,5.0,60.0,14.0,2.11,563442.0,0.0,0.0,0.0,61903.0,1386.0
166,1,Century: Golem Edition,32.51,2017,202,7.279,7.7,1.18,7861,5.0,45.0,8.0,1.67,454501.0,0.0,1.0,0.0,32784.0,391.0
167,1,Viticulture,53.74,2013,203,7.275,7.57,1.43,10830,6.0,90.0,13.0,2.93,884136.0,0.0,1.0,0.0,28702.0,230.0
168,1,Galaxy Trucker,50.21,2007,204,7.274,7.4,1.45,30425,4.0,60.0,10.0,2.33,1458571.0,1.0,0.0,0.0,81609.0,328.0
169,1,Steam,28.26,2009,205,7.273,7.58,1.36,9682,5.0,90.0,10.0,3.46,1191680.0,0.0,1.0,0.0,19592.0,32.0
170,1,Shogun,59.99,2006,206,7.269,7.53,1.34,13028,5.0,120.0,12.0,3.37,1251156.0,0.0,1.0,0.0,17340.0,32.0
171,1,1830: Railways & Robber Barons,76.99,1986,207,7.269,7.88,1.62,4872,7.0,360.0,14.0,4.16,818005.0,0.0,1.0,0.0,12188.0,82.0
172,1,Flamme Rouge,50.21,2016,208,7.268,7.54,1.27,13241,4.0,45.0,8.0,1.68,967770.0,0.0,0.0,0.0,57079.0,422.0
173,1,Isle of Skye: From Chieftain to King,34.48,2015,209,7.267,7.43,1.15,21420,5.0,50.0,8.0,2.25,998048.0,0.0,1.0,0.0,72843.0,324.0
174,1,Undaunted: Normandy,32.77,2019,210,7.266,7.86,1.22,5605,2.0,60.0,14.0,2.24,622274.0,0.0,0.0,0.0,21279.0,461.0
175,1,Hero Realms,19.99,2016,211,7.265,7.59,1.21,13239,4.0,30.0,12.0,1.9,771472.0,0.0,1.0,0.0,69510.0,972.0
176,1,War Chest,38.86,2018,212,7.264,7.96,1.34,4903,4.0,30.0,14.0,2.32,473307.0,0.0,0.0,0.0,25637.0,547.0
177,1,1960: The Making of the President,65.9,2007,216,7.257,7.62,1.33,8681,2.0,120.0,12.0,3.2,832124.0,0.0,1.0,0.0,15774.0,39.0
178,1,Dominion (Second Edition),31.43,2016,217,7.255,7.92,1.36,5075,4.0,30.0,14.0,2.17,265522.0,0.0,1.0,0.0,25957.0,556.0
179,1,Praga Caput Regni,72.95,2020,218,7.254,8.17,1.17,3313,4.0,150.0,12.0,3.69,394464.0,0.0,1.0,0.0,11696.0,877.0
180,1,Pulsar 2849,39.68,2017,219,7.245,7.72,1.18,6592,4.0,90.0,14.0,3.35,532462.0,0.0,1.0,0.0,15709.0,140.0
181,1,Power Grid Deluxe: Europe/North America,159.99,2014,220,7.245,8.0,1.27,3895,6.0,120.0,12.0,3.19,297718.0,0.0,1.0,0.0,5901.0,25.0
182,1,Modern Art,31.5,1992,222,7.242,7.43,1.33,17585,5.0,45.0,10.0,2.3,1059297.0,0.0,1.0,0.0,38958.0,239.0
183,1,Samurai,139.99,1998,223,7.242,7.45,1.18,15031,4.0,60.0,10.0,2.49,1113587.0,0.0,1.0,0.0,44013.0,115.0
184,1,Seasons,49.99,2012,224,7.232,7.4,1.37,21568,4.0,60.0,14.0,2.77,1173751.0,0.0,1.0,0.0,79295.0,388.0
185,1,Imperial,51.56,2006,225,7.232,7.61,1.51,8329,6.0,180.0,13.0,3.57,903643.0,0.0,1.0,0.0,15950.0,22.0
186,1,Dixit: Odyssey,26.33,2011,226,7.229,7.45,1.34,17516,12.0,30.0,8.0,1.18,597669.0,0.0,0.0,0.0,33771.0,117.0
187,1,Dungeon Petz,48.16,2011,227,7.229,7.46,1.36,13221,4.0,90.0,13.0,3.62,882081.0,1.0,1.0,1.0,24354.0,132.0
188,1,Kingdomino,19.82,2016,228,7.228,7.35,1.13,35235,4.0,15.0,8.0,1.22,1104209.0,0.0,0.0,0.0,258433.0,2324.0
189,1,Aeon's End: Legacy,100.07,2019,229,7.228,8.19,1.4,3204,4.0,90.0,14.0,2.84,368005.0,1.0,1.0,1.0,19932.0,185.0
190,1,Imperial Settlers,38.47,2014,230,7.223,7.39,1.3,21859,4.0,90.0,10.0,2.77,1520109.0,0.0,1.0,0.0,77083.0,273.0
191,1,Age of Empires III: The Age of Discovery,279.95,2007,231,7.218,7.53,1.37,9920,5.0,120.0,10.0,3.13,1154929.0,0.0,1.0,0.0,21159.0,21.0
192,1,Space Alert,57.12,2008,233,7.213,7.43,1.57,15016,5.0,30.0,12.0,2.96,1409288.0,1.0,0.0,0.0,60453.0,78.0
193,1,Fury of Dracula (Third/Fourth Edition),279.99,2015,234,7.212,7.5,1.43,12098,5.0,180.0,14.0,3.24,1020596.0,1.0,0.0,0.0,14647.0,78.0
194,1,The Taverns of Tiefenthal,69.95,2019,235,7.211,7.62,1.14,7794,4.0,60.0,12.0,2.68,518171.0,0.0,1.0,0.0,30083.0,578.0
195,1,Lords of Hellas,107.98,2018,237,7.207,7.81,1.47,5922,4.0,90.0,14.0,3.34,989505.0,0.0,1.0,0.0,10282.0,99.0
196,1,Tapestry,99.0,2019,238,7.207,7.47,1.66,13160,5.0,120.0,12.0,2.89,1365277.0,0.0,1.0,0.0,50868.0,800.0
197,1,Dead of Winter: The Long Night,35.23,2016,239,7.202,7.63,1.37,8311,5.0,120.0,14.0,3.38,645288.0,1.0,0.0,0.0,9165.0,42.0
198,1,The Manhattan Project: Energy Empire,77.95,2016,240,7.202,7.78,1.18,5023,5.0,120.0,13.0,3.03,447575.0,0.0,1.0,0.0,14634.0,94.0
199,1,Navegador,54.62,2010,241,7.202,7.54,1.19,8254,5.0,90.0,12.0,3.1,632971.0,0.0,1.0,0.0,18377.0,64.0
200,1,Dune,48.83,2019,242,7.201,8.1,1.6,4041,6.0,120.0,14.0,3.95,823784.0,1.0,1.0,1.0,4806.0,126.0
201,1,Summoner Wars: Master Set,212.99,2011,243,7.199,7.51,1.49,10489,4.0,60.0,9.0,2.51,731432.0,0.0,1.0,0.0,30866.0,33.0
202,1,Beyond the Sun,189.99,2020,244,7.198,8.02,1.13,3487,4.0,120.0,14.0,3.12,436042.0,0.0,1.0,0.0,13059.0,901.0
203,1,Exit: The Game – The Abandoned Cabin,14.95,2016,245,7.197,7.51,1.29,9404,6.0,120.0,12.0,2.55,288007.0,1.0,0.0,0.0,8445.0,38.0
204,1,Vindication,199.99,2018,246,7.196,7.85,1.4,4995,5.0,150.0,14.0,3.08,618190.0,0.0,1.0,0.0,12910.0,104.0
205,1,Alien Frontiers,75.0,2010,250,7.192,7.4,1.32,14390,4.0,90.0,13.0,2.57,1266615.0,0.0,1.0,0.0,39618.0,93.0
206,1,Ethnos,45.0,2017,251,7.191,7.48,1.21,10494,6.0,60.0,14.0,2.02,631554.0,0.0,1.0,0.0,33626.0,297.0
207,1,Star Wars: Outer Rim,50.12,2019,252,7.191,7.71,1.33,6735,4.0,180.0,14.0,2.49,719396.0,1.0,0.0,0.0,15087.0,227.0
208,1,Hive,25.55,2000,253,7.189,7.32,1.31,30898,2.0,20.0,9.0,2.33,1422656.0,0.0,0.0,0.0,165133.0,798.0
